"","fishery","area","year","species","type","inpN","lenbin","value","obs"
"41",1,1,23,"Blue_whiting",0,815,1,1e-06,205
"42",1,1,23,"Blue_whiting",0,815,2,0.0429447852760736,287
"43",1,1,23,"Blue_whiting",0,815,3,0.543558282208589,235
"44",1,1,23,"Blue_whiting",0,815,4,0.413496932515337,88
"45",1,1,23,"Blue_whiting",0,815,5,1e-06,0
"46",1,1,24,"Blue_whiting",0,826,1,1e-06,141
"47",1,1,24,"Blue_whiting",0,826,2,0.0387409200968523,286
"48",1,1,24,"Blue_whiting",0,826,3,0.542372881355932,317
"49",1,1,24,"Blue_whiting",0,826,4,0.418886198547215,82
"50",1,1,24,"Blue_whiting",0,826,5,1e-06,0
"51",1,1,25,"Blue_whiting",0,849,1,1e-06,193
"52",1,1,25,"Blue_whiting",0,849,2,0.0376914016489988,255
"53",1,1,25,"Blue_whiting",0,849,3,0.548881036513545,300
"54",1,1,25,"Blue_whiting",0,849,4,0.413427561837456,101
"55",1,1,25,"Blue_whiting",0,849,5,1e-06,0
"56",1,1,26,"Blue_whiting",0,823,1,1e-06,434
"57",1,1,26,"Blue_whiting",0,823,2,0.0376670716889429,167
"58",1,1,26,"Blue_whiting",0,823,3,0.526123936816525,156
"59",1,1,26,"Blue_whiting",0,823,4,0.436208991494532,66
"60",1,1,26,"Blue_whiting",0,823,5,1e-06,0
"61",1,1,27,"Blue_whiting",0,831,1,1e-06,298
"62",1,1,27,"Blue_whiting",0,831,2,0.0409145607701564,243
"63",1,1,27,"Blue_whiting",0,831,3,0.555956678700361,218
"64",1,1,27,"Blue_whiting",0,831,4,0.401925391095066,72
"65",1,1,27,"Blue_whiting",0,831,5,0.00120336943441637,0
"66",1,1,28,"Blue_whiting",0,818,1,1e-06,219
"67",1,1,28,"Blue_whiting",0,818,2,0.0415647921760391,299
"68",1,1,28,"Blue_whiting",0,818,3,0.526894865525672,229
"69",1,1,28,"Blue_whiting",0,818,4,0.430317848410758,71
"70",1,1,28,"Blue_whiting",0,818,5,0.00122249388753056,0
"71",1,1,29,"Blue_whiting",0,838,1,1e-06,165
"72",1,1,29,"Blue_whiting",0,838,2,0.0405727923627685,268
"73",1,1,29,"Blue_whiting",0,838,3,0.536992840095465,288
"74",1,1,29,"Blue_whiting",0,838,4,0.422434367541766,117
"75",1,1,29,"Blue_whiting",0,838,5,1e-06,0
"76",1,1,30,"Blue_whiting",0,835,1,1e-06,123
"77",1,1,30,"Blue_whiting",0,835,2,0.0383233532934132,296
"78",1,1,30,"Blue_whiting",0,835,3,0.519760479041916,309
"79",1,1,30,"Blue_whiting",0,835,4,0.439520958083832,107
"80",1,1,30,"Blue_whiting",0,835,5,0.00239520958083832,0
"81",1,1,31,"Blue_whiting",0,810,1,1e-06,451
"82",1,1,31,"Blue_whiting",0,810,2,0.0382716049382716,162
"83",1,1,31,"Blue_whiting",0,810,3,0.537037037037037,145
"84",1,1,31,"Blue_whiting",0,810,4,0.423456790123457,52
"85",1,1,31,"Blue_whiting",0,810,5,0.00123456790123457,0
"86",1,1,32,"Blue_whiting",0,838,1,1e-06,574
"87",1,1,32,"Blue_whiting",0,838,2,0.0369928400954654,163
"88",1,1,32,"Blue_whiting",0,838,3,0.535799522673031,75
"89",1,1,32,"Blue_whiting",0,838,4,0.426014319809069,26
"90",1,1,32,"Blue_whiting",0,838,5,0.00119331742243437,0
"91",1,1,33,"Blue_whiting",0,818,1,1e-06,685
"92",1,1,33,"Blue_whiting",0,818,2,0.039119804400978,127
"93",1,1,33,"Blue_whiting",0,818,3,0.539119804400978,6
"94",1,1,33,"Blue_whiting",0,818,4,0.420537897310513,0
"95",1,1,33,"Blue_whiting",0,818,5,0.00122249388753056,0
"96",1,1,34,"Blue_whiting",0,831,1,1e-06,475
"97",1,1,34,"Blue_whiting",0,831,2,0.0421179302045728,303
"98",1,1,34,"Blue_whiting",0,831,3,0.548736462093863,53
"99",1,1,34,"Blue_whiting",0,831,4,0.407942238267148,0
"100",1,1,34,"Blue_whiting",0,831,5,0.00120336943441637,0
"101",1,1,35,"Blue_whiting",0,825,1,1e-06,450
"102",1,1,35,"Blue_whiting",0,825,2,0.0375757575757576,274
"103",1,1,35,"Blue_whiting",0,825,3,0.52,95
"104",1,1,35,"Blue_whiting",0,825,4,0.44,6
"105",1,1,35,"Blue_whiting",0,825,5,0.00242424242424242,0
"106",1,1,36,"Blue_whiting",0,804,1,1e-06,279
"107",1,1,36,"Blue_whiting",0,804,2,0.0385572139303483,348
"108",1,1,36,"Blue_whiting",0,804,3,0.531094527363184,157
"109",1,1,36,"Blue_whiting",0,804,4,0.42910447761194,20
"110",1,1,36,"Blue_whiting",0,804,5,0.00124378109452736,0
"111",1,1,37,"Blue_whiting",0,822,1,1e-06,196
"112",1,1,37,"Blue_whiting",0,822,2,0.0389294403892944,400
"113",1,1,37,"Blue_whiting",0,822,3,0.534063260340633,201
"114",1,1,37,"Blue_whiting",0,822,4,0.425790754257908,25
"115",1,1,37,"Blue_whiting",0,822,5,0.00121654501216545,0
"116",1,1,38,"Blue_whiting",0,846,1,1e-06,133
"117",1,1,38,"Blue_whiting",0,846,2,0.0401891252955083,352
"118",1,1,38,"Blue_whiting",0,846,3,0.546099290780142,307
"119",1,1,38,"Blue_whiting",0,846,4,0.411347517730496,54
"120",1,1,38,"Blue_whiting",0,846,5,0.00236406619385343,0
"121",1,1,39,"Blue_whiting",0,829,1,1e-06,112
"122",1,1,39,"Blue_whiting",0,829,2,0.0386007237635706,315
"123",1,1,39,"Blue_whiting",0,829,3,0.546441495778046,339
"124",1,1,39,"Blue_whiting",0,829,4,0.41254523522316,63
"125",1,1,39,"Blue_whiting",0,829,5,0.00241254523522316,0
"126",1,1,40,"Blue_whiting",0,824,1,1e-06,119
"127",1,1,40,"Blue_whiting",0,824,2,0.037621359223301,248
"128",1,1,40,"Blue_whiting",0,824,3,0.512135922330097,383
"129",1,1,40,"Blue_whiting",0,824,4,0.447815533980583,74
"130",1,1,40,"Blue_whiting",0,824,5,0.00242718446601942,0
"131",1,1,41,"Blue_whiting",0,850,1,1e-06,72
"132",1,1,41,"Blue_whiting",0,850,2,0.0388235294117647,241
"133",1,1,41,"Blue_whiting",0,850,3,0.518823529411765,408
"134",1,1,41,"Blue_whiting",0,850,4,0.442352941176471,129
"135",1,1,41,"Blue_whiting",0,850,5,1e-06,0
"136",1,1,42,"Blue_whiting",0,816,1,1e-06,85
"137",1,1,42,"Blue_whiting",0,816,2,0.0343137254901961,208
"138",1,1,42,"Blue_whiting",0,816,3,0.479166666666667,407
"139",1,1,42,"Blue_whiting",0,816,4,0.48406862745098,116
"140",1,1,42,"Blue_whiting",0,816,5,0.00245098039215686,0
"141",1,1,43,"Blue_whiting",0,800,1,1e-06,61
"142",1,1,43,"Blue_whiting",0,800,2,0.03125,181
"143",1,1,43,"Blue_whiting",0,800,3,0.46,405
"144",1,1,43,"Blue_whiting",0,800,4,0.50375,153
"145",1,1,43,"Blue_whiting",0,800,5,0.005,0
"146",1,1,44,"Blue_whiting",0,821,1,1e-06,285
"147",1,1,44,"Blue_whiting",0,821,2,0.0316686967113276,148
"148",1,1,44,"Blue_whiting",0,821,3,0.46041412911084,266
"149",1,1,44,"Blue_whiting",0,821,4,0.500609013398295,122
"150",1,1,44,"Blue_whiting",0,821,5,0.00730816077953715,0
"151",1,1,45,"Blue_whiting",0,810,1,1e-06,221
"152",1,1,45,"Blue_whiting",0,810,2,0.0308641975308642,172
"153",1,1,45,"Blue_whiting",0,810,3,0.446913580246914,308
"154",1,1,45,"Blue_whiting",0,810,4,0.516049382716049,109
"155",1,1,45,"Blue_whiting",0,810,5,0.00617283950617284,0
"156",1,1,46,"Blue_whiting",0,812,1,1e-06,151
"157",1,1,46,"Blue_whiting",0,812,2,0.0369458128078818,235
"158",1,1,46,"Blue_whiting",0,812,3,0.444581280788177,286
"159",1,1,46,"Blue_whiting",0,812,4,0.513546798029557,140
"160",1,1,46,"Blue_whiting",0,812,5,0.00492610837438424,0
"161",1,1,47,"Blue_whiting",0,806,1,1e-06,148
"162",1,1,47,"Blue_whiting",0,806,2,0.0285359801488834,236
"163",1,1,47,"Blue_whiting",0,806,3,0.43424317617866,280
"164",1,1,47,"Blue_whiting",0,806,4,0.531017369727047,142
"165",1,1,47,"Blue_whiting",0,806,5,0.00620347394540943,0
"166",1,1,48,"Blue_whiting",0,825,1,1e-06,120
"167",1,1,48,"Blue_whiting",0,825,2,0.0266666666666667,189
"168",1,1,48,"Blue_whiting",0,825,3,0.419393939393939,329
"169",1,1,48,"Blue_whiting",0,825,4,0.547878787878788,187
"170",1,1,48,"Blue_whiting",0,825,5,0.00606060606060606,0
"171",1,1,49,"Blue_whiting",0,786,1,1e-06,121
"172",1,1,49,"Blue_whiting",0,786,2,0.0318066157760814,179
"173",1,1,49,"Blue_whiting",0,786,3,0.435114503816794,323
"174",1,1,49,"Blue_whiting",0,786,4,0.527989821882952,163
"175",1,1,49,"Blue_whiting",0,786,5,0.00508905852417303,0
"176",1,1,50,"Blue_whiting",0,811,1,1e-06,155
"177",1,1,50,"Blue_whiting",0,811,2,0.030826140567201,191
"178",1,1,50,"Blue_whiting",0,811,3,0.437731196054254,285
"179",1,1,50,"Blue_whiting",0,811,4,0.526510480887793,180
"180",1,1,50,"Blue_whiting",0,811,5,0.00493218249075216,0
"181",1,1,51,"Blue_whiting",0,809,1,1e-06,678
"182",1,1,51,"Blue_whiting",0,809,2,0.0271940667490729,119
"183",1,1,51,"Blue_whiting",0,809,3,0.431396786155748,10
"184",1,1,51,"Blue_whiting",0,809,4,0.533992583436341,2
"185",1,1,51,"Blue_whiting",0,809,5,0.00741656365883807,0
"186",1,1,52,"Blue_whiting",0,815,1,1e-06,446
"187",1,1,52,"Blue_whiting",0,815,2,0.0306748466257669,295
"188",1,1,52,"Blue_whiting",0,815,3,0.439263803680982,70
"189",1,1,52,"Blue_whiting",0,815,4,0.525153374233129,4
"190",1,1,52,"Blue_whiting",0,815,5,0.0049079754601227,0
"191",1,1,53,"Blue_whiting",0,799,1,1e-06,327
"192",1,1,53,"Blue_whiting",0,799,2,0.0250312891113892,331
"193",1,1,53,"Blue_whiting",0,799,3,0.440550688360451,132
"194",1,1,53,"Blue_whiting",0,799,4,0.530663329161452,9
"195",1,1,53,"Blue_whiting",0,799,5,0.00375469336670839,0
"196",1,1,54,"Blue_whiting",0,816,1,1e-06,231
"197",1,1,54,"Blue_whiting",0,816,2,0.0294117647058824,398
"198",1,1,54,"Blue_whiting",0,816,3,0.441176470588235,170
"199",1,1,54,"Blue_whiting",0,816,4,0.528186274509804,17
"200",1,1,54,"Blue_whiting",0,816,5,0.00122549019607843,0
"201",1,1,55,"Blue_whiting",0,813,1,1e-06,152
"202",1,1,55,"Blue_whiting",0,813,2,0.029520295202952,363
"203",1,1,55,"Blue_whiting",0,813,3,0.439114391143911,266
"204",1,1,55,"Blue_whiting",0,813,4,0.526445264452645,32
"205",1,1,55,"Blue_whiting",0,813,5,0.00492004920049201,0
"206",1,1,56,"Blue_whiting",0,807,1,1e-06,97
"207",1,1,56,"Blue_whiting",0,807,2,0.0309789343246592,339
"208",1,1,56,"Blue_whiting",0,807,3,0.436183395291202,315
"209",1,1,56,"Blue_whiting",0,807,4,0.527881040892193,56
"210",1,1,56,"Blue_whiting",0,807,5,0.00495662949194548,0
"211",1,1,57,"Blue_whiting",0,811,1,1e-06,78
"212",1,1,57,"Blue_whiting",0,811,2,0.0271270036991369,291
"213",1,1,57,"Blue_whiting",0,811,3,0.429099876695438,361
"214",1,1,57,"Blue_whiting",0,811,4,0.541307028360049,81
"215",1,1,57,"Blue_whiting",0,811,5,0.00246609124537608,0
"216",1,1,58,"Blue_whiting",0,816,1,1e-06,81
"217",1,1,58,"Blue_whiting",0,816,2,0.0269607843137255,256
"218",1,1,58,"Blue_whiting",0,816,3,0.439950980392157,389
"219",1,1,58,"Blue_whiting",0,816,4,0.529411764705882,90
"220",1,1,58,"Blue_whiting",0,816,5,0.00367647058823529,0
"221",1,1,59,"Blue_whiting",0,817,1,1e-06,58
"222",1,1,59,"Blue_whiting",0,817,2,0.02937576499388,215
"223",1,1,59,"Blue_whiting",0,817,3,0.454100367197062,420
"224",1,1,59,"Blue_whiting",0,817,4,0.512851897184822,124
"225",1,1,59,"Blue_whiting",0,817,5,0.00367197062423501,0
"226",1,1,60,"Blue_whiting",0,794,1,1e-06,40
"227",1,1,60,"Blue_whiting",0,794,2,0.0314861460957179,192
"228",1,1,60,"Blue_whiting",0,794,3,0.457178841309824,419
"229",1,1,60,"Blue_whiting",0,794,4,0.508816120906801,143
"230",1,1,60,"Blue_whiting",0,794,5,0.00251889168765743,0
"231",1,1,61,"Blue_whiting",0,831,1,1e-06,91
"232",1,1,61,"Blue_whiting",0,831,2,0.0336943441636582,172
"233",1,1,61,"Blue_whiting",0,831,3,0.475330926594465,402
"234",1,1,61,"Blue_whiting",0,831,4,0.487364620938628,166
"235",1,1,61,"Blue_whiting",0,831,5,0.0036101083032491,0
"236",1,1,62,"Blue_whiting",0,787,1,1e-06,582
"237",1,1,62,"Blue_whiting",0,787,2,0.0266836086404066,112
"238",1,1,62,"Blue_whiting",0,787,3,0.444726810673443,63
"239",1,1,62,"Blue_whiting",0,787,4,0.524777636594663,30
"240",1,1,62,"Blue_whiting",0,787,5,0.00381194409148666,0
"241",1,1,63,"Blue_whiting",0,815,1,1e-06,438
"242",1,1,63,"Blue_whiting",0,815,2,0.0294478527607362,234
"243",1,1,63,"Blue_whiting",0,815,3,0.438036809815951,100
"244",1,1,63,"Blue_whiting",0,815,4,0.530061349693252,43
"245",1,1,63,"Blue_whiting",0,815,5,0.00245398773006135,0
"246",1,1,64,"Blue_whiting",0,808,1,1e-06,291
"247",1,1,64,"Blue_whiting",0,808,2,0.0222772277227723,329
"248",1,1,64,"Blue_whiting",0,808,3,0.455445544554455,141
"249",1,1,64,"Blue_whiting",0,808,4,0.51980198019802,47
"250",1,1,64,"Blue_whiting",0,808,5,0.00247524752475248,0
"251",1,1,65,"Blue_whiting",0,815,1,1e-06,235
"252",1,1,65,"Blue_whiting",0,815,2,0.0319018404907975,316
"253",1,1,65,"Blue_whiting",0,815,3,0.43558282208589,196
"254",1,1,65,"Blue_whiting",0,815,4,0.530061349693252,68
"255",1,1,65,"Blue_whiting",0,815,5,0.00245398773006135,0
"256",1,1,66,"Blue_whiting",0,789,1,1e-06,649
"257",1,1,66,"Blue_whiting",0,789,2,0.026615969581749,112
"258",1,1,66,"Blue_whiting",0,789,3,0.446134347275032,25
"259",1,1,66,"Blue_whiting",0,789,4,0.523447401774398,3
"260",1,1,66,"Blue_whiting",0,789,5,0.00380228136882129,0
"261",1,1,67,"Blue_whiting",0,803,1,1e-06,441
"262",1,1,67,"Blue_whiting",0,803,2,0.0273972602739726,282
"263",1,1,67,"Blue_whiting",0,803,3,0.455790784557908,77
"264",1,1,67,"Blue_whiting",0,803,4,0.515566625155666,3
"265",1,1,67,"Blue_whiting",0,803,5,0.0012453300124533,0
"266",1,1,68,"Blue_whiting",0,809,1,1e-06,295
"267",1,1,68,"Blue_whiting",0,809,2,0.0333745364647713,369
"268",1,1,68,"Blue_whiting",0,809,3,0.467243510506799,129
"269",1,1,68,"Blue_whiting",0,809,4,0.494437577255871,16
"270",1,1,68,"Blue_whiting",0,809,5,0.00494437577255871,0
"271",1,1,69,"Blue_whiting",0,830,1,1e-06,354
"272",1,1,69,"Blue_whiting",0,830,2,0.0289156626506024,310
"273",1,1,69,"Blue_whiting",0,830,3,0.465060240963855,150
"274",1,1,69,"Blue_whiting",0,830,4,0.501204819277108,16
"275",1,1,69,"Blue_whiting",0,830,5,0.00481927710843374,0
"276",1,1,70,"Blue_whiting",0,804,1,1e-06,225
"277",1,1,70,"Blue_whiting",0,804,2,0.0298507462686567,313
"278",1,1,70,"Blue_whiting",0,804,3,0.45771144278607,235
"279",1,1,70,"Blue_whiting",0,804,4,0.508706467661692,31
"280",1,1,70,"Blue_whiting",0,804,5,0.00373134328358209,0
"281",1,1,71,"Blue_whiting",0,807,1,1e-06,198
"282",1,1,71,"Blue_whiting",0,807,2,0.0297397769516729,308
"283",1,1,71,"Blue_whiting",0,807,3,0.473358116480793,253
"284",1,1,71,"Blue_whiting",0,807,4,0.494423791821561,48
"285",1,1,71,"Blue_whiting",0,807,5,0.00247831474597274,0
"286",1,1,72,"Blue_whiting",0,820,1,1e-06,130
"287",1,1,72,"Blue_whiting",0,820,2,0.0317073170731707,309
"288",1,1,72,"Blue_whiting",0,820,3,0.486585365853659,316
"289",1,1,72,"Blue_whiting",0,820,4,0.481707317073171,65
"290",1,1,72,"Blue_whiting",0,820,5,1e-06,0
"291",1,1,73,"Blue_whiting",0,830,1,1e-06,154
"292",1,1,73,"Blue_whiting",0,830,2,0.0349397590361446,290
"293",1,1,73,"Blue_whiting",0,830,3,0.47710843373494,314
"294",1,1,73,"Blue_whiting",0,830,4,0.487951807228916,72
"295",1,1,73,"Blue_whiting",0,830,5,1e-06,0
"296",1,1,74,"Blue_whiting",0,825,1,1e-06,118
"297",1,1,74,"Blue_whiting",0,825,2,0.0351515151515151,253
"298",1,1,74,"Blue_whiting",0,825,3,0.467878787878788,366
"299",1,1,74,"Blue_whiting",0,825,4,0.494545454545455,88
"300",1,1,74,"Blue_whiting",0,825,5,0.00242424242424242,0
"301",1,1,75,"Blue_whiting",0,823,1,1e-06,88
"302",1,1,75,"Blue_whiting",0,823,2,0.0267314702308627,242
"303",1,1,75,"Blue_whiting",0,823,3,0.469015795868773,374
"304",1,1,75,"Blue_whiting",0,823,4,0.500607533414338,119
"305",1,1,75,"Blue_whiting",0,823,5,0.00364520048602673,0
"306",1,1,76,"Blue_whiting",0,818,1,1e-06,67
"307",1,1,76,"Blue_whiting",0,818,2,0.0366748166259169,195
"308",1,1,76,"Blue_whiting",0,818,3,0.447432762836186,422
"309",1,1,76,"Blue_whiting",0,818,4,0.512224938875306,134
"310",1,1,76,"Blue_whiting",0,818,5,0.00366748166259169,0
"311",1,1,77,"Blue_whiting",0,815,1,1e-06,34
"312",1,1,77,"Blue_whiting",0,815,2,0.0319018404907975,181
"313",1,1,77,"Blue_whiting",0,815,3,0.463803680981595,437
"314",1,1,77,"Blue_whiting",0,815,4,0.500613496932515,163
"315",1,1,77,"Blue_whiting",0,815,5,0.00368098159509202,0
"316",1,1,78,"Blue_whiting",0,804,1,1e-06,55
"317",1,1,78,"Blue_whiting",0,804,2,0.0298507462686567,162
"318",1,1,78,"Blue_whiting",0,804,3,0.471393034825871,411
"319",1,1,78,"Blue_whiting",0,804,4,0.497512437810945,176
"320",1,1,78,"Blue_whiting",0,804,5,0.00124378109452736,0
"321",1,1,79,"Blue_whiting",0,815,1,1e-06,48
"322",1,1,79,"Blue_whiting",0,815,2,0.0319018404907975,136
"323",1,1,79,"Blue_whiting",0,815,3,0.483435582822086,406
"324",1,1,79,"Blue_whiting",0,815,4,0.482208588957055,225
"325",1,1,79,"Blue_whiting",0,815,5,0.00245398773006135,0
"326",1,1,80,"Blue_whiting",0,836,1,1e-06,237
"327",1,1,80,"Blue_whiting",0,836,2,0.0299043062200957,116
"328",1,1,80,"Blue_whiting",0,836,3,0.460526315789474,312
"329",1,1,80,"Blue_whiting",0,836,4,0.507177033492823,171
"330",1,1,80,"Blue_whiting",0,836,5,0.00239234449760766,0
"331",1,1,15,"Capelin",0,798,1,0.0037593984962406,184
"332",1,1,15,"Capelin",0,798,2,0.357142857142857,430
"333",1,1,15,"Capelin",0,798,3,0.587719298245614,170
"334",1,1,15,"Capelin",0,798,4,0.0513784461152882,14
"335",1,1,15,"Capelin",0,798,5,1e-06,0
"336",1,1,16,"Capelin",0,995,1,0.00301507537688442,123
"337",1,1,16,"Capelin",0,995,2,0.250251256281407,474
"338",1,1,16,"Capelin",0,995,3,0.620100502512563,367
"339",1,1,16,"Capelin",0,995,4,0.126633165829146,31
"340",1,1,16,"Capelin",0,995,5,1e-06,0
"341",1,1,17,"Capelin",0,994,1,0.00301810865191147,441
"342",1,1,17,"Capelin",0,994,2,0.29476861167002,342
"343",1,1,17,"Capelin",0,994,3,0.61569416498994,178
"344",1,1,17,"Capelin",0,994,4,0.0865191146881288,33
"345",1,1,17,"Capelin",0,994,5,1e-06,0
"346",1,1,18,"Capelin",0,992,1,0.00403225806451613,355
"347",1,1,18,"Capelin",0,992,2,0.261088709677419,407
"348",1,1,18,"Capelin",0,992,3,0.638104838709677,209
"349",1,1,18,"Capelin",0,992,4,0.0967741935483871,21
"350",1,1,18,"Capelin",0,992,5,1e-06,0
"351",1,1,19,"Capelin",0,993,1,0.00302114803625378,203
"352",1,1,19,"Capelin",0,993,2,0.27190332326284,514
"353",1,1,19,"Capelin",0,993,3,0.630412890231621,259
"354",1,1,19,"Capelin",0,993,4,0.094662638469285,17
"355",1,1,19,"Capelin",0,993,5,1e-06,0
"356",1,1,20,"Capelin",0,995,1,0.00301507537688442,641
"357",1,1,20,"Capelin",0,995,2,0.25929648241206,293
"358",1,1,20,"Capelin",0,995,3,0.634170854271357,54
"359",1,1,20,"Capelin",0,995,4,0.103517587939698,7
"360",1,1,20,"Capelin",0,995,5,1e-06,0
"361",1,1,21,"Capelin",0,990,1,0.00303030303030303,240
"362",1,1,21,"Capelin",0,990,2,0.270707070707071,523
"363",1,1,21,"Capelin",0,990,3,0.632323232323232,210
"364",1,1,21,"Capelin",0,990,4,0.0939393939393939,17
"365",1,1,21,"Capelin",0,990,5,1e-06,0
"366",1,1,22,"Capelin",0,999,1,0.004004004004004,591
"367",1,1,22,"Capelin",0,999,2,0.27027027027027,333
"368",1,1,22,"Capelin",0,999,3,0.638638638638639,72
"369",1,1,22,"Capelin",0,999,4,0.0870870870870871,3
"370",1,1,22,"Capelin",0,999,5,1e-06,0
"371",1,1,23,"Capelin",0,991,1,0.00302724520686176,710
"372",1,1,23,"Capelin",0,991,2,0.287588294651867,262
"373",1,1,23,"Capelin",0,991,3,0.634712411705348,19
"374",1,1,23,"Capelin",0,991,4,0.0746720484359233,0
"375",1,1,23,"Capelin",0,991,5,1e-06,0
"376",1,1,24,"Capelin",0,996,1,0.00301204819277108,341
"377",1,1,24,"Capelin",0,996,2,0.243975903614458,596
"378",1,1,24,"Capelin",0,996,3,0.6285140562249,59
"379",1,1,24,"Capelin",0,996,4,0.124497991967871,0
"380",1,1,24,"Capelin",0,996,5,1e-06,0
"381",1,1,25,"Capelin",0,993,1,0.00302114803625378,218
"382",1,1,25,"Capelin",0,993,2,0.275931520644512,700
"383",1,1,25,"Capelin",0,993,3,0.629405840886203,75
"384",1,1,25,"Capelin",0,993,4,0.0916414904330312,0
"385",1,1,25,"Capelin",0,993,5,1e-06,0
"386",1,1,26,"Capelin",0,994,1,0.00301810865191147,154
"387",1,1,26,"Capelin",0,994,2,0.276659959758551,711
"388",1,1,26,"Capelin",0,994,3,0.627766599597586,128
"389",1,1,26,"Capelin",0,994,4,0.0925553319919517,1
"390",1,1,26,"Capelin",0,994,5,1e-06,0
"391",1,1,27,"Capelin",0,992,1,0.00403225806451613,696
"392",1,1,27,"Capelin",0,992,2,0.284274193548387,273
"393",1,1,27,"Capelin",0,992,3,0.619959677419355,23
"394",1,1,27,"Capelin",0,992,4,0.0917338709677419,0
"395",1,1,27,"Capelin",0,992,5,1e-06,0
"396",1,1,28,"Capelin",0,993,1,0.00302114803625378,267
"397",1,1,28,"Capelin",0,993,2,0.27190332326284,594
"398",1,1,28,"Capelin",0,993,3,0.631419939577039,130
"399",1,1,28,"Capelin",0,993,4,0.0936555891238671,2
"400",1,1,28,"Capelin",0,993,5,1e-06,0
"401",1,1,29,"Capelin",0,993,1,0.00302114803625378,124
"402",1,1,29,"Capelin",0,993,2,0.272910372608258,675
"403",1,1,29,"Capelin",0,993,3,0.639476334340383,192
"404",1,1,29,"Capelin",0,993,4,0.0845921450151057,2
"405",1,1,29,"Capelin",0,993,5,1e-06,0
"406",1,1,30,"Capelin",0,993,1,0.00302114803625378,107
"407",1,1,30,"Capelin",0,993,2,0.260825780463243,630
"408",1,1,30,"Capelin",0,993,3,0.641490433031219,252
"409",1,1,30,"Capelin",0,993,4,0.094662638469285,4
"410",1,1,30,"Capelin",0,993,5,1e-06,0
"411",1,1,31,"Capelin",0,992,1,0.00403225806451613,141
"412",1,1,31,"Capelin",0,992,2,0.274193548387097,521
"413",1,1,31,"Capelin",0,992,3,0.631048387096774,311
"414",1,1,31,"Capelin",0,992,4,0.0907258064516129,19
"415",1,1,31,"Capelin",0,992,5,1e-06,0
"416",1,1,32,"Capelin",0,996,1,0.00301204819277108,670
"417",1,1,32,"Capelin",0,996,2,0.271084337349398,283
"418",1,1,32,"Capelin",0,996,3,0.632530120481928,42
"419",1,1,32,"Capelin",0,996,4,0.0933734939759036,1
"420",1,1,32,"Capelin",0,996,5,1e-06,0
"421",1,1,33,"Capelin",0,992,1,0.0030241935483871,238
"422",1,1,33,"Capelin",0,992,2,0.276209677419355,530
"423",1,1,33,"Capelin",0,992,3,0.632056451612903,212
