"","survey","year","species","type","inpN","lenbin","value","obs"
"31",1,7,"Blue_whiting",0,1000,1,1e-06,751
"32",1,7,"Blue_whiting",0,1000,2,0.00326009780293409,196
"33",1,7,"Blue_whiting",0,1000,3,0.517835535066052,46
"34",1,7,"Blue_whiting",0,1000,4,0.476184285528566,7
"35",1,7,"Blue_whiting",0,1000,5,0.00272008160244807,0
"36",1,8,"Blue_whiting",0,1000,1,1e-06,474
"37",1,8,"Blue_whiting",0,1000,2,0.00328042645543921,415
"38",1,8,"Blue_whiting",0,1000,3,0.519837578885255,95
"39",1,8,"Blue_whiting",0,1000,4,0.474221648814346,16
"40",1,8,"Blue_whiting",0,1000,5,0.00266034584495984,0
"41",1,9,"Blue_whiting",0,1000,1,1e-06,319
"42",1,9,"Blue_whiting",0,1000,2,0.00332013280531221,459
"43",1,9,"Blue_whiting",0,1000,3,0.519870794831793,202
"44",1,9,"Blue_whiting",0,1000,4,0.474128965158606,20
"45",1,9,"Blue_whiting",0,1000,5,0.00268010720428817,0
"46",1,10,"Blue_whiting",0,1000,1,1e-06,224
"47",1,10,"Blue_whiting",0,1000,2,0.003249967500325,457
"48",1,10,"Blue_whiting",0,1000,3,0.519494805051949,290
"49",1,10,"Blue_whiting",0,1000,4,0.474575254247458,29
"50",1,10,"Blue_whiting",0,1000,5,0.002679973200268,0
"51",1,11,"Blue_whiting",0,1000,1,1e-06,349
"52",1,11,"Blue_whiting",0,1000,2,0.00347034703470347,341
"53",1,11,"Blue_whiting",0,1000,3,0.522582258225823,274
"54",1,11,"Blue_whiting",0,1000,4,0.471317131713171,36
"55",1,11,"Blue_whiting",0,1000,5,0.00263026302630263,0
"56",1,12,"Blue_whiting",0,1000,1,1e-06,606
"57",1,12,"Blue_whiting",0,1000,2,0.0034303087277855,228
"58",1,12,"Blue_whiting",0,1000,3,0.524277184946645,133
"59",1,12,"Blue_whiting",0,1000,4,0.469712274104669,33
"60",1,12,"Blue_whiting",0,1000,5,0.00258023222089988,0
"61",1,13,"Blue_whiting",0,1000,1,1e-06,444
"62",1,13,"Blue_whiting",0,1000,2,0.00338020281216873,341
"63",1,13,"Blue_whiting",0,1000,3,0.527481648898934,186
"64",1,13,"Blue_whiting",0,1000,4,0.466597995879753,29
"65",1,13,"Blue_whiting",0,1000,5,0.00254015240914455,0
"66",1,14,"Blue_whiting",0,1000,1,1e-06,476
"67",1,14,"Blue_whiting",0,1000,2,0.00334020041202472,342
"68",1,14,"Blue_whiting",0,1000,3,0.528011680700842,146
"69",1,14,"Blue_whiting",0,1000,4,0.466127967678061,36
"70",1,14,"Blue_whiting",0,1000,5,0.00252015120907254,0
"71",1,15,"Blue_whiting",0,1000,1,1e-06,297
"72",1,15,"Blue_whiting",0,1000,2,0.00300039005070659,397
"73",1,15,"Blue_whiting",0,1000,3,0.517357256443338,262
"74",1,15,"Blue_whiting",0,1000,4,0.476992008961165,44
"75",1,15,"Blue_whiting",0,1000,5,0.00265034454479082,0
"76",1,16,"Blue_whiting",0,1000,1,1e-06,346
"77",1,16,"Blue_whiting",0,1000,2,0.00420033602688215,367
"78",1,16,"Blue_whiting",0,1000,3,0.535942875430034,245
"79",1,16,"Blue_whiting",0,1000,4,0.45727658212657,42
"80",1,16,"Blue_whiting",0,1000,5,0.00258020641651332,0
"81",1,17,"Blue_whiting",0,1000,1,1e-06,260
"82",1,17,"Blue_whiting",0,1000,2,0.00509020360814433,378
"83",1,17,"Blue_whiting",0,1000,3,0.549881995279811,296
"84",1,17,"Blue_whiting",0,1000,4,0.4424376975079,66
"85",1,17,"Blue_whiting",0,1000,5,0.00259010360414417,0
"86",1,18,"Blue_whiting",0,1000,1,1e-06,446
"87",1,18,"Blue_whiting",0,1000,2,0.00609036542192532,288
"88",1,18,"Blue_whiting",0,1000,3,0.566954017241034,212
"89",1,18,"Blue_whiting",0,1000,4,0.424425465527932,54
"90",1,18,"Blue_whiting",0,1000,5,0.00253015180910855,0
"91",1,19,"Blue_whiting",0,1000,1,1e-06,316
"92",1,19,"Blue_whiting",0,1000,2,0.00656052484198736,356
"93",1,19,"Blue_whiting",0,1000,3,0.575476038083047,264
"94",1,19,"Blue_whiting",0,1000,4,0.415343227458197,64
"95",1,19,"Blue_whiting",0,1000,5,0.00262020961676934,0
"96",1,20,"Blue_whiting",0,1000,1,1e-06,219
"97",1,20,"Blue_whiting",0,1000,2,0.00722985540289194,381
"98",1,20,"Blue_whiting",0,1000,3,0.578568428631427,310
"99",1,20,"Blue_whiting",0,1000,4,0.411411771764565,90
"100",1,20,"Blue_whiting",0,1000,5,0.00278994420111598,0
"101",1,21,"Blue_whiting",0,1000,1,1e-06,436
"102",1,21,"Blue_whiting",0,1000,2,0.00754015080301606,270
"103",1,21,"Blue_whiting",0,1000,3,0.577641552831057,228
"104",1,21,"Blue_whiting",0,1000,4,0.411708234164683,66
"105",1,21,"Blue_whiting",0,1000,5,0.00311006220124402,0
"106",1,22,"Blue_whiting",0,1000,1,1e-06,293
"107",1,22,"Blue_whiting",0,1000,2,0.00782007820078201,342
"108",1,22,"Blue_whiting",0,1000,3,0.575555755557556,277
"109",1,22,"Blue_whiting",0,1000,4,0.413194131941319,88
"110",1,22,"Blue_whiting",0,1000,5,0.003430034300343,0
"111",1,23,"Blue_whiting",0,1000,1,1e-06,239
"112",1,23,"Blue_whiting",0,1000,2,0.00776023280698421,342
"113",1,23,"Blue_whiting",0,1000,3,0.568197045911377,331
"114",1,23,"Blue_whiting",0,1000,4,0.420182605478164,88
"115",1,23,"Blue_whiting",0,1000,5,0.0038601158034741,0
"116",1,24,"Blue_whiting",0,1000,1,1e-06,156
"117",1,24,"Blue_whiting",0,1000,2,0.00784007840078401,332
"118",1,24,"Blue_whiting",0,1000,3,0.557165571655717,392
"119",1,24,"Blue_whiting",0,1000,4,0.430484304843048,120
"120",1,24,"Blue_whiting",0,1000,5,0.004510045100451,0
"121",1,25,"Blue_whiting",0,1000,1,1e-06,172
"122",1,25,"Blue_whiting",0,1000,2,0.00798007980079801,292
"123",1,25,"Blue_whiting",0,1000,3,0.548855488554886,400
"124",1,25,"Blue_whiting",0,1000,4,0.437934379343793,136
"125",1,25,"Blue_whiting",0,1000,5,0.00523005230052301,0
"126",1,26,"Blue_whiting",0,1000,1,1e-06,475
"127",1,26,"Blue_whiting",0,1000,2,0.00769953802771834,244
"128",1,26,"Blue_whiting",0,1000,3,0.543387396756195,194
"129",1,26,"Blue_whiting",0,1000,4,0.443013419194848,87
"130",1,26,"Blue_whiting",0,1000,5,0.00589964602123873,0
"131",1,27,"Blue_whiting",0,1000,1,1e-06,326
"132",1,27,"Blue_whiting",0,1000,2,0.00807048422905374,346
"133",1,27,"Blue_whiting",0,1000,3,0.541652499149949,243
"134",1,27,"Blue_whiting",0,1000,4,0.444056643398604,85
"135",1,27,"Blue_whiting",0,1000,5,0.00622037322239334,0
"136",1,28,"Blue_whiting",0,1000,1,1e-06,277
"137",1,28,"Blue_whiting",0,1000,2,0.00812081208120812,333
"138",1,28,"Blue_whiting",0,1000,3,0.536613661366137,292
"139",1,28,"Blue_whiting",0,1000,4,0.448484848484848,98
"140",1,28,"Blue_whiting",0,1000,5,0.00678067806780678,0
"141",1,29,"Blue_whiting",0,1000,1,1e-06,196
"142",1,29,"Blue_whiting",0,1000,2,0.00822049322959378,328
"143",1,29,"Blue_whiting",0,1000,3,0.538702322139328,353
"144",1,29,"Blue_whiting",0,1000,4,0.446276776606596,123
"145",1,29,"Blue_whiting",0,1000,5,0.00680040802448147,0
"146",1,30,"Blue_whiting",0,1000,1,1e-06,149
"147",1,30,"Blue_whiting",0,1000,2,0.0081705719400358,336
"148",1,30,"Blue_whiting",0,1000,3,0.541157881051674,360
"149",1,30,"Blue_whiting",0,1000,4,0.443881071675017,155
"150",1,30,"Blue_whiting",0,1000,5,0.00679047533327333,0
"151",1,31,"Blue_whiting",0,1000,1,1e-06,516
"152",1,31,"Blue_whiting",0,1000,2,0.00807056493954577,222
"153",1,31,"Blue_whiting",0,1000,3,0.535367475723301,181
"154",1,31,"Blue_whiting",0,1000,4,0.449381456701969,81
"155",1,31,"Blue_whiting",0,1000,5,0.00718050263518446,0
"156",1,32,"Blue_whiting",0,1000,1,1e-06,606
"157",1,32,"Blue_whiting",0,1000,2,0.00814983700325993,262
"158",1,32,"Blue_whiting",0,1000,3,0.531109377812444,98
"159",1,32,"Blue_whiting",0,1000,4,0.453180936381272,34
"160",1,32,"Blue_whiting",0,1000,5,0.00755984880302394,0
"161",1,33,"Blue_whiting",0,1000,1,1e-06,780
"162",1,33,"Blue_whiting",0,1000,2,0.00800032001280051,199
"163",1,33,"Blue_whiting",0,1000,3,0.529111164446578,19
"164",1,33,"Blue_whiting",0,1000,4,0.455048201928077,2
"165",1,33,"Blue_whiting",0,1000,5,0.0078403136125445,0
"166",1,34,"Blue_whiting",0,1000,1,1e-06,517
"167",1,34,"Blue_whiting",0,1000,2,0.00847957602119894,394
"168",1,34,"Blue_whiting",0,1000,3,0.528603569821509,85
"169",1,34,"Blue_whiting",0,1000,4,0.454887255637218,4
"170",1,34,"Blue_whiting",0,1000,5,0.008029598520074,0
"171",1,35,"Blue_whiting",0,1000,1,1e-06,483
"172",1,35,"Blue_whiting",0,1000,2,0.00841941064125511,389
"173",1,35,"Blue_whiting",0,1000,3,0.530532862699611,121
"174",1,35,"Blue_whiting",0,1000,4,0.453048286619937,7
"175",1,35,"Blue_whiting",0,1000,5,0.00799944003919726,0
"176",1,36,"Blue_whiting",0,1000,1,1e-06,326
"177",1,36,"Blue_whiting",0,1000,2,0.00769053833768364,435
"178",1,36,"Blue_whiting",0,1000,3,0.527276909383657,228
"179",1,36,"Blue_whiting",0,1000,4,0.456851979638575,11
"180",1,36,"Blue_whiting",0,1000,5,0.00818057264008481,0
"181",1,37,"Blue_whiting",0,1000,1,1e-06,221
"182",1,37,"Blue_whiting",0,1000,2,0.00786976390708279,454
"183",1,37,"Blue_whiting",0,1000,3,0.528354149375519,302
"184",1,37,"Blue_whiting",0,1000,4,0.455776326710199,23
"185",1,37,"Blue_whiting",0,1000,5,0.00799976000719978,0
"186",1,38,"Blue_whiting",0,1000,1,1e-06,143
"187",1,38,"Blue_whiting",0,1000,2,0.00795984080318394,431
"188",1,38,"Blue_whiting",0,1000,3,0.527829443411132,368
"189",1,38,"Blue_whiting",0,1000,4,0.456320873582528,58
"190",1,38,"Blue_whiting",0,1000,5,0.00788984220315594,0
"191",1,39,"Blue_whiting",0,1000,1,1e-06,109
"192",1,39,"Blue_whiting",0,1000,2,0.00809040452022601,368
"193",1,39,"Blue_whiting",0,1000,3,0.528006400320016,436
"194",1,39,"Blue_whiting",0,1000,4,0.455912795639782,87
"195",1,39,"Blue_whiting",0,1000,5,0.007990399519976,0
"196",1,40,"Blue_whiting",0,1000,1,1e-06,102
"197",1,40,"Blue_whiting",0,1000,2,0.00842016840336807,319
"198",1,40,"Blue_whiting",0,1000,3,0.535880717614352,486
"199",1,40,"Blue_whiting",0,1000,4,0.447828956579132,93
"200",1,40,"Blue_whiting",0,1000,5,0.00787015740314806,0
"201",1,41,"Blue_whiting",0,1000,1,1e-06,83
"202",1,41,"Blue_whiting",0,1000,2,0.00700014000280006,270
"203",1,41,"Blue_whiting",0,1000,3,0.508830176603532,508
"204",1,41,"Blue_whiting",0,1000,4,0.475979519590392,139
"205",1,41,"Blue_whiting",0,1000,5,0.00819016380327607,0
"206",1,42,"Blue_whiting",0,1000,1,1e-06,138
"207",1,42,"Blue_whiting",0,1000,2,0.00613061306130613,222
"208",1,42,"Blue_whiting",0,1000,3,0.480818081808181,491
"209",1,42,"Blue_whiting",0,1000,4,0.503940394039404,149
"210",1,42,"Blue_whiting",0,1000,5,0.00911091109110911,0
"211",1,43,"Blue_whiting",0,1000,1,1e-06,63
"212",1,43,"Blue_whiting",0,1000,2,0.00558039062734391,238
"213",1,43,"Blue_whiting",0,1000,3,0.460472233056314,486
"214",1,43,"Blue_whiting",0,1000,4,0.523946676267339,213
"215",1,43,"Blue_whiting",0,1000,5,0.0100007000490034,0
"216",1,44,"Blue_whiting",0,1000,1,1e-06,348
"217",1,44,"Blue_whiting",0,1000,2,0.00552022080883235,204
"218",1,44,"Blue_whiting",0,1000,3,0.449467978719149,289
"219",1,44,"Blue_whiting",0,1000,4,0.534601384055362,159
"220",1,44,"Blue_whiting",0,1000,5,0.0104104164166567,0
"221",1,45,"Blue_whiting",0,1000,1,1e-06,253
"222",1,45,"Blue_whiting",0,1000,2,0.00540064807776933,242
"223",1,45,"Blue_whiting",0,1000,3,0.440932911949434,352
"224",1,45,"Blue_whiting",0,1000,4,0.542865143817258,153
"225",1,45,"Blue_whiting",0,1000,5,0.0108012961555387,0
"226",1,46,"Blue_whiting",0,1000,1,1e-06,182
"227",1,46,"Blue_whiting",0,1000,2,0.00512046084147573,268
"228",1,46,"Blue_whiting",0,1000,3,0.434939144523007,385
"229",1,46,"Blue_whiting",0,1000,4,0.549189427048434,165
"230",1,46,"Blue_whiting",0,1000,5,0.0107509675870828,0
"231",1,47,"Blue_whiting",0,1000,1,1e-06,160
"232",1,47,"Blue_whiting",0,1000,2,0.00481038483078646,257
"233",1,47,"Blue_whiting",0,1000,3,0.427364189135131,369
"234",1,47,"Blue_whiting",0,1000,4,0.556664533162653,214
"235",1,47,"Blue_whiting",0,1000,5,0.0111608928714297,0
"236",1,48,"Blue_whiting",0,1000,1,1e-06,146
"237",1,48,"Blue_whiting",0,1000,2,0.0050803048182891,256
"238",1,48,"Blue_whiting",0,1000,3,0.427745664739884,396
"239",1,48,"Blue_whiting",0,1000,4,0.556393383603016,202
"240",1,48,"Blue_whiting",0,1000,5,0.0107806468388103,0
"241",1,49,"Blue_whiting",0,1000,1,1e-06,154
"242",1,49,"Blue_whiting",0,1000,2,0.00508101620324065,230
"243",1,49,"Blue_whiting",0,1000,3,0.434336867373475,413
"244",1,49,"Blue_whiting",0,1000,4,0.550400080016003,203
"245",1,49,"Blue_whiting",0,1000,5,0.0101820364072815,0
"246",1,50,"Blue_whiting",0,1000,1,1e-06,182
"247",1,50,"Blue_whiting",0,1000,2,0.00456050165518207,226
"248",1,50,"Blue_whiting",0,1000,3,0.436378001580174,375
"249",1,50,"Blue_whiting",0,1000,4,0.549340427447019,217
"250",1,50,"Blue_whiting",0,1000,5,0.00972106931762494,0
"251",1,51,"Blue_whiting",0,1000,1,1e-06,783
"252",1,51,"Blue_whiting",0,1000,2,0.004379956200438,203
"253",1,51,"Blue_whiting",0,1000,3,0.429845701542985,13
"254",1,51,"Blue_whiting",0,1000,4,0.555914440855591,1
"255",1,51,"Blue_whiting",0,1000,5,0.00985990140098599,0
"256",1,52,"Blue_whiting",0,1000,1,1e-06,520
"257",1,52,"Blue_whiting",0,1000,2,0.00429017160686427,385
"258",1,52,"Blue_whiting",0,1000,3,0.423416936677467,89
"259",1,52,"Blue_whiting",0,1000,4,0.562342493699748,6
"260",1,52,"Blue_whiting",0,1000,5,0.00995039801592064,0
"261",1,53,"Blue_whiting",0,1000,1,1e-06,372
"262",1,53,"Blue_whiting",0,1000,2,0.00474985750427487,454
"263",1,53,"Blue_whiting",0,1000,3,0.435616931492055,162
"264",1,53,"Blue_whiting",0,1000,4,0.550493485195444,12
"265",1,53,"Blue_whiting",0,1000,5,0.00913972580822575,0
"266",1,54,"Blue_whiting",0,1000,1,1e-06,232
"267",1,54,"Blue_whiting",0,1000,2,0.00467037362989039,488
"268",1,54,"Blue_whiting",0,1000,3,0.443345467637411,251
"269",1,54,"Blue_whiting",0,1000,4,0.543383470677654,29
"270",1,54,"Blue_whiting",0,1000,5,0.0086006880550444,0
"271",1,55,"Blue_whiting",0,1000,1,1e-06,176
"272",1,55,"Blue_whiting",0,1000,2,0.0047101884075363,435
"273",1,55,"Blue_whiting",0,1000,3,0.445117804712188,341
"274",1,55,"Blue_whiting",0,1000,4,0.541851674066963,48
"275",1,55,"Blue_whiting",0,1000,5,0.00832033281331253,0
"276",1,56,"Blue_whiting",0,1000,1,1e-06,142
"277",1,56,"Blue_whiting",0,1000,2,0.00452018080723229,389
"278",1,56,"Blue_whiting",0,1000,3,0.44453778151126,404
"279",1,56,"Blue_whiting",0,1000,4,0.542891715668627,65
"280",1,56,"Blue_whiting",0,1000,5,0.00805032201288051,0
"281",1,57,"Blue_whiting",0,1000,1,1e-06,89
"282",1,57,"Blue_whiting",0,1000,2,0.00446035682854628,338
"283",1,57,"Blue_whiting",0,1000,3,0.446475718057445,475
"284",1,57,"Blue_whiting",0,1000,4,0.541163293063445,98
"285",1,57,"Blue_whiting",0,1000,5,0.00790063205056405,0
"286",1,58,"Blue_whiting",0,1000,1,1e-06,90
"287",1,58,"Blue_whiting",0,1000,2,0.00446026761605696,300
"288",1,58,"Blue_whiting",0,1000,3,0.447516851011061,473
"289",1,58,"Blue_whiting",0,1000,4,0.540212412744765,137
"290",1,58,"Blue_whiting",0,1000,5,0.00781046862811769,0
"291",1,59,"Blue_whiting",0,1000,1,1e-06,62
"292",1,59,"Blue_whiting",0,1000,2,0.00483038643091447,266
"293",1,59,"Blue_whiting",0,1000,3,0.449755980478438,506
"294",1,59,"Blue_whiting",0,1000,4,0.537803024241939,166
"295",1,59,"Blue_whiting",0,1000,5,0.0076106088487079,0
"296",1,60,"Blue_whiting",0,1000,1,1e-06,61
"297",1,60,"Blue_whiting",0,1000,2,0.00472,235
"298",1,60,"Blue_whiting",0,1000,3,0.45154,526
"299",1,60,"Blue_whiting",0,1000,4,0.53624,178
"300",1,60,"Blue_whiting",0,1000,5,0.0075,0
"301",1,61,"Blue_whiting",0,1000,1,1e-06,105
"302",1,61,"Blue_whiting",0,1000,2,0.00449026941616497,181
"303",1,61,"Blue_whiting",0,1000,3,0.452067124027442,491
"304",1,61,"Blue_whiting",0,1000,4,0.535952157129428,223
"305",1,61,"Blue_whiting",0,1000,5,0.00749044942696562,0
"306",1,62,"Blue_whiting",0,1000,1,1e-06,693
"307",1,62,"Blue_whiting",0,1000,2,0.0046198152073917,189
"308",1,62,"Blue_whiting",0,1000,3,0.453051877924883,81
"309",1,62,"Blue_whiting",0,1000,4,0.535008599656014,37
"310",1,62,"Blue_whiting",0,1000,5,0.00731970721171153,0
"311",1,63,"Blue_whiting",0,1000,1,1e-06,475
"312",1,63,"Blue_whiting",0,1000,2,0.00436034882790623,362
"313",1,63,"Blue_whiting",0,1000,3,0.450606048483879,128
"314",1,63,"Blue_whiting",0,1000,4,0.537643011440915,35
"315",1,63,"Blue_whiting",0,1000,5,0.00739059124729978,0
"316",1,64,"Blue_whiting",0,1000,1,1e-06,320
"317",1,64,"Blue_whiting",0,1000,2,0.00441008820176404,419
"318",1,64,"Blue_whiting",0,1000,3,0.452239044780896,207
"319",1,64,"Blue_whiting",0,1000,4,0.536060721214424,54
"320",1,64,"Blue_whiting",0,1000,5,0.00729014580291606,0
"321",1,65,"Blue_whiting",0,1000,1,1e-06,275
"322",1,65,"Blue_whiting",0,1000,2,0.0043703059214145,403
"323",1,65,"Blue_whiting",0,1000,3,0.45007150500535,264
"324",1,65,"Blue_whiting",0,1000,4,0.538227675937316,58
"325",1,65,"Blue_whiting",0,1000,5,0.00733051313591951,0
"326",1,66,"Blue_whiting",0,1000,1,1e-06,726
"327",1,66,"Blue_whiting",0,1000,2,0.00460009200184004,238
"328",1,66,"Blue_whiting",0,1000,3,0.449878997579952,30
"329",1,66,"Blue_whiting",0,1000,4,0.537870757415148,6
"330",1,66,"Blue_whiting",0,1000,5,0.00765015300306006,0
"331",1,67,"Blue_whiting",0,1000,1,1e-06,493
"332",1,67,"Blue_whiting",0,1000,2,0.00477033392337464,388
"333",1,67,"Blue_whiting",0,1000,3,0.451331593211525,103
"334",1,67,"Blue_whiting",0,1000,4,0.53607752542678,16
"335",1,67,"Blue_whiting",0,1000,5,0.00782054743832068,0
"336",1,68,"Blue_whiting",0,1000,1,1e-06,345
"337",1,68,"Blue_whiting",0,1000,2,0.00536,461
"338",1,68,"Blue_whiting",0,1000,3,0.4696,184
"339",1,68,"Blue_whiting",0,1000,4,0.51804,10
"340",1,68,"Blue_whiting",0,1000,5,0.007,0
"341",1,69,"Blue_whiting",0,1000,1,1e-06,386
"342",1,69,"Blue_whiting",0,1000,2,0.0049404446400176,393
"343",1,69,"Blue_whiting",0,1000,3,0.467452070686362,195
"344",1,69,"Blue_whiting",0,1000,4,0.520406836615295,26
"345",1,69,"Blue_whiting",0,1000,5,0.00720064805832525,0
"346",1,70,"Blue_whiting",0,1000,1,1e-06,247
"347",1,70,"Blue_whiting",0,1000,2,0.00518041443315465,435
"348",1,70,"Blue_whiting",0,1000,3,0.471407712617009,274
"349",1,70,"Blue_whiting",0,1000,4,0.516391311304904,44
"350",1,70,"Blue_whiting",0,1000,5,0.00702056164493159,0
"351",1,71,"Blue_whiting",0,1000,1,1e-06,225
"352",1,71,"Blue_whiting",0,1000,2,0.0052603682257758,366
"353",1,71,"Blue_whiting",0,1000,3,0.473403138219675,345
"354",1,71,"Blue_whiting",0,1000,4,0.514376006320442,64
"355",1,71,"Blue_whiting",0,1000,5,0.00696048723410639,0
"356",1,72,"Blue_whiting",0,1000,1,1e-06,140
"357",1,72,"Blue_whiting",0,1000,2,0.00520057206292692,406
"358",1,72,"Blue_whiting",0,1000,3,0.472772004920541,373
"359",1,72,"Blue_whiting",0,1000,4,0.514976647431217,81
"360",1,72,"Blue_whiting",0,1000,5,0.00705077558531438,0
"361",1,73,"Blue_whiting",0,1000,1,1e-06,175
"362",1,73,"Blue_whiting",0,1000,2,0.00565011300226005,328
"363",1,73,"Blue_whiting",0,1000,3,0.470509410188204,384
"364",1,73,"Blue_whiting",0,1000,4,0.516630332606652,113
"365",1,73,"Blue_whiting",0,1000,5,0.00721014420288406,0
"366",1,74,"Blue_whiting",0,1000,1,1e-06,136
"367",1,74,"Blue_whiting",0,1000,2,0.0054604368349468,275
"368",1,74,"Blue_whiting",0,1000,3,0.47310784862789,465
"369",1,74,"Blue_whiting",0,1000,4,0.514101128090247,124
"370",1,74,"Blue_whiting",0,1000,5,0.00733058644691575,0
"371",1,75,"Blue_whiting",0,1000,1,1e-06,88
"372",1,75,"Blue_whiting",0,1000,2,0.00524015720471614,307
"373",1,75,"Blue_whiting",0,1000,3,0.468414052421573,447
"374",1,75,"Blue_whiting",0,1000,4,0.518735562066862,158
"375",1,75,"Blue_whiting",0,1000,5,0.00761022830684921,0
"376",1,76,"Blue_whiting",0,1000,1,1e-06,89
"377",1,76,"Blue_whiting",0,1000,2,0.00517031021861312,272
"378",1,76,"Blue_whiting",0,1000,3,0.464157849470968,470
"379",1,76,"Blue_whiting",0,1000,4,0.522821369282157,169
"380",1,76,"Blue_whiting",0,1000,5,0.0078504710282617,0
"381",1,77,"Blue_whiting",0,1000,1,1e-06,50
"382",1,77,"Blue_whiting",0,1000,2,0.00549005490054901,236
"383",1,77,"Blue_whiting",0,1000,3,0.461494614946149,505
"384",1,77,"Blue_whiting",0,1000,4,0.524925249252493,209
"385",1,77,"Blue_whiting",0,1000,5,0.00809008090080901,0
"386",1,78,"Blue_whiting",0,1000,1,1e-06,65
"387",1,78,"Blue_whiting",0,1000,2,0.00627006270062701,169
"388",1,78,"Blue_whiting",0,1000,3,0.474894748947489,506
"389",1,78,"Blue_whiting",0,1000,4,0.511375113751138,260
"390",1,78,"Blue_whiting",0,1000,5,0.00746007460074601,0
"391",1,79,"Blue_whiting",0,1000,1,1e-06,60
"392",1,79,"Blue_whiting",0,1000,2,0.00541054105410541,160
"393",1,79,"Blue_whiting",0,1000,3,0.475997599759976,494
"394",1,79,"Blue_whiting",0,1000,4,0.511081108110811,286
"395",1,79,"Blue_whiting",0,1000,5,0.00751075107510751,0
"396",1,80,"Blue_whiting",0,1000,1,1e-06,247
"397",1,80,"Blue_whiting",0,1000,2,0.00583034982098926,162
"398",1,80,"Blue_whiting",0,1000,3,0.470988259295558,374
"399",1,80,"Blue_whiting",0,1000,4,0.515580934856091,217
"400",1,80,"Blue_whiting",0,1000,5,0.00760045602736164,0
"401",1,1,"Capelin",0,1000,1,1e-06,13
"402",1,1,"Capelin",0,1000,2,0.06386,636
"403",1,1,"Capelin",0,1000,3,0.87392,293
"404",1,1,"Capelin",0,1000,4,0.06182,58
"405",1,1,"Capelin",0,1000,5,4e-04,0
"406",1,2,"Capelin",0,1000,1,1e-06,17
"407",1,2,"Capelin",0,1000,2,0.0642612852257045,354
"408",1,2,"Capelin",0,1000,3,0.873057461149223,468
"409",1,2,"Capelin",0,1000,4,0.0621612432248645,161
"410",1,2,"Capelin",0,1000,5,0.000520010400208004,0
"411",1,3,"Capelin",0,1000,1,1e-06,14
"412",1,3,"Capelin",0,1000,2,0.0648612972259445,173
"413",1,3,"Capelin",0,1000,3,0.887107742154843,514
"414",1,3,"Capelin",0,1000,4,0.0476509530190604,299
"415",1,3,"Capelin",0,1000,5,0.000380007600152003,0
"416",1,4,"Capelin",0,1000,1,1e-06,26
"417",1,4,"Capelin",0,1000,2,0.0615936956217373,198
"418",1,4,"Capelin",0,1000,3,0.872752365141908,503
"419",1,4,"Capelin",0,1000,4,0.0651639098345901,273
"420",1,4,"Capelin",0,1000,5,0.000490029401764106,0
"421",1,5,"Capelin",0,1000,1,1e-06,518
"422",1,5,"Capelin",0,1000,2,0.0639574417023319,395
"423",1,5,"Capelin",0,1000,3,0.879034838606456,81
"424",1,5,"Capelin",0,1000,4,0.0564977400903964,6
"425",1,5,"Capelin",0,1000,5,0.000509979600815967,0
"426",1,6,"Capelin",0,1000,1,1e-06,223
"427",1,6,"Capelin",0,1000,2,0.06657,524
"428",1,6,"Capelin",0,1000,3,0.89949,237
"429",1,6,"Capelin",0,1000,4,0.03369,16
