"","Year","Label","Fleet/Survey","Species","X1","X2","X3","X4","effN","pred_value"
"184","66","catch","1","3","-999","0.0268741","0.855728","0.117397","707","0.402944"
"185","67","catch","1","3","-999","0.027894","0.846583","0.125523","717","0.19523"
"186","68","catch","1","3","-999","0.027137","0.867028","0.105834","737","0.0510118"
"187","69","catch","1","3","-999","0.0252809","0.84691","0.127809","712","2.08268e-13"
"188","70","catch","1","3","-999","0.0300136","0.855389","0.114598","733","0.400076"
"189","71","catch","1","3","-999","0.027894","0.863319","0.108787","717","0.256885"
"190","72","catch","1","3","-999","0.025641","0.849003","0.125356","702","0.0616326"
"191","73","catch","1","3","-999","0.0320334","0.86351","0.104457","718","1.95467e-13"
"192","74","catch","1","3","-999","0.0298295","0.849432","0.120739","704","0.145311"
"193","75","catch","1","3","-999","0.0288462","0.851648","0.119505","728","0.0255904"
"194","76","catch","1","3","-999","0.0249671","0.837057","0.137976","761","0.00487529"
"195","77","catch","1","3","-999","0.0208333","0.849702","0.129464","672","1.18491e-14"
"196","78","catch","1","3","-999","0.0248963","0.842324","0.13278","723","0.360184"
"197","79","catch","1","3","-999","0.0225989","0.834746","0.142655","708","0.0797512"
"198","80","catch","1","3","-999","0.0225989","0.84887","0.128531","708","0.00778649"
"199","15","catch","1","4","-999","0.68331","0.31669","-999","701","1.20618e-14"
"200","16","catch","1","4","0.00108225","0.727273","0.271645","-999","924","0.448942"
"201","17","catch","1","4","-999","0.687006","0.312994","-999","885","0.166918"
"202","18","catch","1","4","-999","0.664018","0.335982","-999","881","0.0155417"
"203","19","catch","1","4","-999","0.643529","0.356471","-999","850","1.24728e-14"
"204","20","catch","1","4","-999","0.603175","0.396825","-999","882","0.36839"
"205","21","catch","1","4","-999","0.655413","0.344587","-999","859","0.188422"
"206","22","catch","1","4","-999","0.739742","0.260258","-999","853","0.0211576"
"207","23","catch","1","4","-999","0.786885","0.213115","-999","854","9.32147e-15"
"208","24","catch","1","4","-999","0.774713","0.225287","-999","870","0.416183"
"209","25","catch","1","4","-999","0.75374","0.24626","-999","869","0.265796"
"210","26","catch","1","4","-999","0.729604","0.270396","-999","858","0.0361255"
"211","27","catch","1","4","-999","0.717949","0.282051","-999","897","9.85647e-15"
"212","28","catch","1","4","0.0401338","0.760312","0.199554","-999","897","0.388195"
"213","29","catch","1","4","0.0547486","0.875978","0.0692737","-999","895","0.315504"
"214","30","catch","1","4","0.0247046","0.961332","0.0139635","-999","931","0.0517861"
"215","31","catch","1","4","0.00208117","0.925078","0.0728408","-999","961","9.70442e-15"
"216","32","catch","1","4","-999","0.854015","0.145985","-999","959","0.378446"
"217","33","catch","1","4","-999","0.782654","0.217346","-999","957","0.382892"
"218","34","catch","1","4","-999","0.722458","0.277542","-999","944","0.0752527"
"219","35","catch","1","4","-999","0.67265","0.32735","-999","947","0.320613"
"220","36","catch","1","4","-999","0.632135","0.367865","-999","946","0.389474"
"221","37","catch","1","4","-999","0.630786","0.369214","-999","929","0.0908555"
"222","38","catch","1","4","-999","0.598913","0.401087","-999","920","0.308391"
"223","39","catch","1","4","-999","0.636766","0.363234","-999","903","0.428596"
"224","40","catch","1","4","-999","0.687991","0.312009","-999","891","0.116649"
"225","41","catch","1","4","0.00889878","0.741935","0.249166","-999","899","1.16625e-14"
"226","42","catch","1","4","0.020339","0.874576","0.105085","-999","885","0.28347"
"227","43","catch","1","4","0.0100559","0.955307","0.0346369","-999","895","0.460659"
"228","44","catch","1","4","0.00108578","0.905537","0.0933768","-999","921","0.144548"
"229","45","catch","1","4","-999","0.843413","0.156587","-999","926","1.336e-14"
"230","46","catch","1","4","-999","0.796943","0.203057","-999","916","0.255539"
"231","47","catch","1","4","-999","0.733844","0.266156","-999","913","0.490026"
"232","48","catch","1","4","0.00220264","0.697137","0.300661","-999","908","0.176126"
"233","49","catch","1","4","0.00109769","0.732162","0.26674","-999","911","1.58546e-14"
"234","50","catch","1","4","-999","0.751634","0.248366","-999","918","0.224305"
"235","51","catch","1","4","-999","0.707727","0.292273","-999","893","0.513235"
"236","52","catch","1","4","-999","0.642303","0.357697","-999","903","0.210464"
"237","53","catch","1","4","-999","0.60179","0.39821","-999","894","1.93285e-14"
"238","54","catch","1","4","-999","0.57287","0.42713","-999","892","0.188258"
"239","55","catch","1","4","-999","0.551724","0.448276","-999","899","0.497308"
"240","56","catch","1","4","-999","0.506373","0.493627","-999","863","0.231869"
"241","57","catch","1","4","-999","0.510274","0.489726","-999","876","2.2632e-14"
"242","58","catch","1","4","0.00339751","0.520951","0.475651","-999","883","0.172453"
"243","59","catch","1","4","0.00571429","0.669714","0.324571","-999","875","0.502544"
"244","60","catch","1","4","0.00228311","0.826484","0.171233","-999","876","0.264371"
"245","61","catch","1","4","-999","0.848624","0.151376","-999","872","2.84111e-14"
"246","62","catch","1","4","-999","0.800683","0.199317","-999","878","0.147049"
"247","63","catch","1","4","-999","0.73064","0.26936","-999","891","0.369961"
"248","64","catch","1","4","-999","0.6875","0.3125","-999","880","0.217202"
"249","65","catch","1","4","-999","0.642191","0.357809","-999","858","2.64726e-14"
"250","66","catch","1","4","-999","0.589623","0.410377","-999","848","1"
"251","67","catch","1","4","-999","0.550111","0.449889","-999","898","7.79901e-08"
"252","68","catch","1","4","-999","0.529143","0.470857","-999","875","7.79901e-08"
"253","69","catch","1","4","-999","0.52069","0.47931","-999","870","7.79901e-08"
"254","70","catch","1","4","-999","0.535308","0.464692","-999","878","1"
"255","71","catch","1","4","-999","0.556689","0.443311","-999","882","1.81189e-08"
"256","72","catch","1","4","-999","0.556831","0.443169","-999","871","9.20273e-10"
"257","73","catch","1","4","-999","0.564014","0.435986","-999","867","9.20273e-10"
"258","74","catch","1","4","-999","0.542491","0.45518","0.00232829","859","1"
"259","75","catch","1","4","-999","0.592","0.405714","0.00228571","875","2.39676e-08"
"260","76","catch","1","4","-999","0.640135","0.358744","0.00112108","892","1.42939e-10"
"261","77","catch","1","4","-999","0.723183","0.276817","-999","867","1.42939e-10"
"262","78","catch","1","4","-999","0.720455","0.279545","-999","880","1"
"263","79","catch","1","4","-999","0.722158","0.277842","-999","871","4.41068e-09"
"264","80","catch","1","4","-999","0.709529","0.290471","-999","871","2.08242e-10"
"265","1","catch","1","6","-999","0.0674157","0.857303","0.0752809","890","2.08242e-10"
"266","2","catch","1","6","-999","0.0613839","0.859375","0.0792411","896","0.999999"
"267","3","catch","1","6","-999","0.0595369","0.864388","0.076075","907","1.79865e-07"
"268","4","catch","1","6","-999","0.0644068","0.854237","0.0813559","885","1.79865e-07"
"269","5","catch","1","6","-999","0.0724138","0.847126","0.0804598","870","1.79865e-07"
"270","6","catch","1","6","-999","0.0660694","0.856663","0.0772676","893","1"
"271","7","catch","1","6","-999","0.0639731","0.852974","0.0830527","891","8.87327e-11"
"272","8","catch","1","6","-999","0.0616592","0.853139","0.0852018","892","8.53696e-11"
"273","9","catch","1","6","-999","0.0598007","0.856035","0.0841639","903","8.53696e-11"
"274","10","catch","1","6","-999","0.0584862","0.849771","0.0917431","872","0.999946"
"275","11","catch","1","6","-999","0.0536313","0.851397","0.0949721","895","1.35978e-05"
"276","12","catch","1","6","-999","0.0551802","0.85473","0.0900901","888","1.35978e-05"
"277","13","catch","1","6","-999","0.059633","0.854358","0.0860092","872","1.35978e-05"
"278","14","catch","1","6","-999","0.0681293","0.849885","0.0819861","866","1"
"279","15","catch","1","6","-999","0.0833333","0.841549","0.0751174","852","2.36853e-10"
"280","16","catch","1","6","-999","0.105145","0.842282","0.0525727","894","2.36853e-10"
"281","17","catch","1","6","-999","0.126214","0.839266","0.03452","927","2.36853e-10"
"282","18","catch","1","6","-999","0.124341","0.8451","0.0305585","949","1"
"283","19","catch","1","6","-999","0.115789","0.850526","0.0336842","950","4.60607e-08"
"284","20","catch","1","6","-999","0.110526","0.854737","0.0347368","950","2.64401e-13"
"285","21","catch","1","6","-999","0.095288","0.863874","0.0408377","955","2.64401e-13"
"286","22","catch","1","6","-999","0.0920372","0.860393","0.0475698","967","1"
"287","23","catch","1","6","-999","0.0904419","0.861254","0.0483042","973","2.89534e-10"
"288","24","catch","1","6","-999","0.0805439","0.864017","0.0554393","956","2.89384e-10"
"289","25","catch","1","6","-999","0.073423","0.860393","0.0661841","967","2.89384e-10"
"290","26","catch","1","6","-999","0.0765199","0.860587","0.0628931","954","1"
"291","27","catch","1","6","-999","0.0792492","0.8561","0.0646507","959","1.96779e-09"
"292","28","catch","1","6","-999","0.084375","0.857292","0.0583333","960","1.96779e-09"
"293","29","catch","1","6","-999","0.0845361","0.856701","0.0587629","970","1.96779e-09"
"294","30","catch","1","6","-999","0.0753354","0.861713","0.0629515","969","1"
"295","31","catch","1","6","-999","0.0726895","0.860852","0.066459","963","1.86031e-09"
"296","32","catch","1","6","-999","0.0815273","0.853457","0.0650155","969","1.86031e-09"
"297","33","catch","1","6","-999","0.0935551","0.851351","0.0550936","962","1.86031e-09"
"298","34","catch","1","6","-999","0.0931677","0.856108","0.0507246","966","0.999998"
"299","35","catch","1","6","-999","0.088843","0.856405","0.0547521","968","1.61171e-06"
"300","36","catch","1","6","-999","0.0987395","0.847689","0.0535714","952","2.58692e-13"
"301","37","catch","1","6","-999","0.0935551","0.856549","0.049896","962","2.58692e-13"
"302","38","catch","1","6","-999","0.0876827","0.863257","0.0490605","958","1"
"303","39","catch","1","6","-999","0.0837696","0.856545","0.0596859","955","2.4143e-09"
"304","40","catch","1","6","-999","0.0825593","0.858617","0.0588235","969","2.92065e-11"
"305","41","catch","1","6","-999","0.0621053","0.862105","0.0757895","950","2.92065e-11"
"306","42","catch","1","6","-999","0.0502674","0.847059","0.102674","935","1"
"307","43","catch","1","6","-999","0.0517052","0.837184","0.111111","909","2.96515e-09"
"308","44","catch","1","6","-999","0.0528017","0.835129","0.112069","928","2.96515e-09"
"309","45","catch","1","6","-999","0.0623632","0.835886","0.101751","914","2.96515e-09"
"310","46","catch","1","6","-999","0.0695364","0.84106","0.089404","906","1"
"311","47","catch","1","6","-999","0.0678337","0.841357","0.0908096","914","4.34508e-10"
"312","48","catch","1","6","-999","0.0631229","0.848283","0.0885936","903","4.24732e-10"
"313","49","catch","1","6","-999","0.0542299","0.845987","0.0997831","922","4.24732e-10"
"314","50","catch","1","6","-999","0.0480447","0.843575","0.10838","895","1"
"315","51","catch","1","6","-999","0.0563063","0.836712","0.106982","888","6.49024e-10"
"316","52","catch","1","6","-999","0.0607735","0.840884","0.0983425","905","6.49024e-10"
"317","53","catch","1","6","-999","0.0597345","0.844027","0.0962389","904","6.49024e-10"
"318","54","catch","1","6","-999","0.0485651","0.843267","0.108168","906","0.985221"
"319","55","catch","1","6","-999","0.0538462","0.834066","0.112088","910","0.0147787"
"320","56","catch","1","6","-999","0.0563698","0.836528","0.107103","887","1.21744e-08"
"321","57","catch","1","6","-999","0.0580205","0.837315","0.104664","879","4.11773e-15"
"322","58","catch","1","6","-999","0.0606061","0.838384","0.10101","891","0.586829"
"323","59","catch","1","6","-999","0.0601093","0.836066","0.103825","915","0.41317"
"324","60","catch","1","6","-999","0.0607064","0.843267","0.0960265","906","1.23344e-07"
"325","61","catch","1","6","-999","0.0597345","0.840708","0.0995575","904","4.41698e-13"
"326","62","catch","1","6","-999","0.0641593","0.837389","0.0984513","904","0.999998"
"327","63","catch","1","6","-999","0.0644809","0.842623","0.0928962","915","4.36462e-07"
"328","64","catch","1","6","-999","0.0591581","0.840728","0.100114","879","4.36462e-07"
"329","65","catch","1","6","-999","0.059867","0.839246","0.100887","902","4.36462e-07"
"330","66","catch","1","6","-999","0.0685083","0.844199","0.0872928","905","0.999907"
"331","67","catch","1","6","-999","0.0704846","0.842511","0.0870044","908","2.32418e-05"
"332","68","catch","1","6","-999","0.0742794","0.841463","0.0842572","902","2.32418e-05"
"333","69","catch","1","6","-999","0.0646552","0.850216","0.0851293","928","2.32418e-05"
"334","70","catch","1","6","-999","0.0594059","0.849285","0.0913091","909","0.999999"
"335","71","catch","1","6","-999","0.0590164","0.844809","0.0961749","915","3.62525e-07"
"336","72","catch","1","6","-999","0.0667396","0.841357","0.0919037","914","3.62525e-07"
"337","73","catch","1","6","-999","0.0674646","0.850925","0.0816104","919","3.62525e-07"
"338","74","catch","1","6","-999","0.0663043","0.848913","0.0847826","920","1"
"339","75","catch","1","6","-999","0.0707291","0.843308","0.085963","919","4.14743e-08"
"340","76","catch","1","6","-999","0.0688172","0.847312","0.083871","930","4.14743e-08"
"341","77","catch","1","6","-999","0.0691892","0.851892","0.0789189","925","4.14743e-08"
"342","78","catch","1","6","-999","0.0661521","0.845645","0.0882029","907","1"
"343","79","catch","1","6","-999","0.0624315","0.847755","0.0898138","913","2.6508e-08"
"344","80","catch","1","6","-999","0.0671806","0.846916","0.0859031","908","2.6508e-08"
"345","15","catch","1","7","-999","0.728571","0.271429","-999","770","2.6508e-08"
"346","16","catch","1","7","0.00104493","0.733542","0.265413","-999","957","1"
"347","17","catch","1","7","0.00103842","0.770509","0.228453","-999","963","1.26163e-09"
