"","number","area","year","species","type","InpN","lenbin","obs_value","label","pred_value","nll"
"102",1,1,43,1,0,800,4,0.50375,"catch",0.1922,-388.309
"103",1,1,43,1,0,800,5,0.005,"catch",3.15799e-10,-66.3104
"104",1,1,44,1,0,821,2,0.0316686967113276,"catch",0.17049,43.7671
"105",1,1,44,1,0,821,3,0.46041412911084,"catch",0.315042,-143.421
"106",1,1,44,1,0,821,4,0.500609013398295,"catch",0.135896,-535.919
"107",1,1,44,1,0,821,5,0.00730816077953715,"catch",1.88661e-10,-104.834
"108",1,1,45,1,0,810,2,0.0308641975308642,"catch",0.244306,51.7206
"109",1,1,45,1,0,810,3,0.446913580246914,"catch",0.331783,-107.834
"110",1,1,45,1,0,810,4,0.516049382716049,"catch",0.153512,-506.793
"111",1,1,45,1,0,810,5,0.00617283950617284,"catch",1.83196e-10,-86.6643
"112",1,1,46,1,0,812,2,0.0369458128078818,"catch",0.26989,59.6569
"113",1,1,46,1,0,812,3,0.444581280788177,"catch",0.360828,-75.3522
"114",1,1,46,1,0,812,4,0.513546798029557,"catch",0.173229,-453.166
"115",1,1,46,1,0,812,5,0.00492610837438424,"catch",1.79086e-10,-68.5198
"116",1,1,47,1,0,806,2,0.0285359801488834,"catch",0.260619,50.8735
"117",1,1,47,1,0,806,3,0.43424317617866,"catch",0.370516,-55.548
"118",1,1,47,1,0,806,4,0.531017369727047,"catch",0.184527,-452.396
"119",1,1,47,1,0,806,5,0.00620347394540943,"catch",1.66083e-10,-87.1794
"120",1,1,48,1,0,825,2,0.0266666666666667,"catch",0.256476,49.7997
"121",1,1,48,1,0,825,3,0.419393939393939,"catch",0.394612,-21.0743
"122",1,1,48,1,0,825,4,0.547878787878788,"catch",0.204939,-444.47
"123",1,1,48,1,0,825,5,0.00606060606060606,"catch",1.61417e-10,-87.2054
"124",1,1,49,1,0,786,2,0.0318066157760814,"catch",0.234979,49.9956
"125",1,1,49,1,0,786,3,0.435114503816794,"catch",0.390589,-36.9201
"126",1,1,49,1,0,786,4,0.527989821882952,"catch",0.213103,-376.529
"127",1,1,49,1,0,786,5,0.00508905852417303,"catch",1.4774e-10,-69.4196
"128",1,1,50,1,0,811,2,0.030826140567201,"catch",0.221388,49.2888
"129",1,1,50,1,0,811,3,0.437731196054254,"catch",0.372014,-57.7495
"130",1,1,50,1,0,811,4,0.526510480887793,"catch",0.21348,-385.464
"131",1,1,50,1,0,811,5,0.00493218249075216,"catch",1.3109e-10,-69.7726
"132",1,1,51,1,0,809,2,0.0271940667490729,"catch",0.130703,34.5385
"133",1,1,51,1,0,809,3,0.431396786155748,"catch",0.0117095,-1258.71
"134",1,1,51,1,0,809,4,0.533992583436341,"catch",0.00338821,-2185.96
"135",1,1,51,1,0,809,5,0.00741656365883807,"catch",1.82988e-12,-132.736
"136",1,1,52,1,0,815,2,0.0306748466257669,"catch",0.359292,61.5173
"137",1,1,52,1,0,815,3,0.439263803680982,"catch",0.0652282,-682.78
"138",1,1,52,1,0,815,4,0.525153374233129,"catch",0.00535581,-1962.6
"139",1,1,52,1,0,815,5,0.0049079754601227,"catch",1.82867e-12,-86.8421
"140",1,1,53,1,0,799,2,0.0250312891113892,"catch",0.44384,57.5067
"141",1,1,53,1,0,799,3,0.440550688360451,"catch",0.149321,-380.839
"142",1,1,53,1,0,799,4,0.530663329161452,"catch",0.0117862,-1614.25
"143",1,1,53,1,0,799,5,0.00375469336670839,"catch",1.77512e-12,-64.4172
"144",1,1,54,1,0,816,2,0.0294117647058824,"catch",0.466798,66.348
"145",1,1,54,1,0,816,3,0.441176470588235,"catch",0.243736,-213.609
"146",1,1,54,1,0,816,4,0.528186274509804,"catch",0.024561,-1322.43
"147",1,1,54,1,0,816,5,0.00122549019607843,"catch",1.77296e-12,-20.354
"148",1,1,55,1,0,813,2,0.029520295202952,"catch",0.439379,64.8068
"149",1,1,55,1,0,813,3,0.439114391143911,"catch",0.325847,-106.505
"150",1,1,55,1,0,813,4,0.526445264452645,"catch",0.0428009,-1074.1
"151",1,1,55,1,0,813,5,0.00492004920049201,"catch",1.73535e-12,-87.0615
"152",1,1,56,1,0,807,2,0.0309789343246592,"catch",0.402811,64.129
"153",1,1,56,1,0,807,3,0.436183395291202,"catch",0.401597,-29.0799
"154",1,1,56,1,0,807,4,0.527881040892193,"catch",0.067271,-877.62
"155",1,1,56,1,0,807,5,0.00495662949194548,"catch",1.73713e-12,-87.087
"156",1,1,57,1,0,811,2,0.0271270036991369,"catch",0.350822,56.3145
"157",1,1,57,1,0,811,3,0.429099876695438,"catch",0.454262,19.8304
"158",1,1,57,1,0,811,4,0.541307028360049,"catch",0.0947619,-765.01
"159",1,1,57,1,0,811,5,0.00246609124537608,"catch",1.70748e-12,-42.1818
"160",1,1,58,1,0,816,2,0.0269607843137255,"catch",0.299123,52.9423
"161",1,1,58,1,0,816,3,0.439950980392157,"catch",0.481753,32.5855
"162",1,1,58,1,0,816,4,0.529411764705882,"catch",0.122486,-632.349
"163",1,1,58,1,0,816,5,0.00367647058823529,"catch",1.64703e-12,-64.5787
"164",1,1,59,1,0,817,2,0.02937576499388,"catch",0.262867,52.5955
"165",1,1,59,1,0,817,3,0.454100367197062,"catch",0.510596,43.5035
"166",1,1,59,1,0,817,4,0.512851897184822,"catch",0.155135,-500.994
"167",1,1,59,1,0,817,5,0.00367197062423501,"catch",1.63717e-12,-64.5931
"168",1,1,60,1,0,794,2,0.0314861460957179,"catch",0.226827,49.366
"169",1,1,60,1,0,794,3,0.457178841309824,"catch",0.527641,52.033
"170",1,1,60,1,0,794,4,0.508816120906801,"catch",0.188704,-400.73
"171",1,1,60,1,0,794,5,0.00251889168765743,"catch",1.62463e-12,-42.3236
"172",1,1,61,1,0,831,2,0.0336943441636582,"catch",0.189432,48.3475
"173",1,1,61,1,0,831,3,0.475330926594465,"catch",0.494319,15.472
"174",1,1,61,1,0,831,4,0.487364620938628,"catch",0.205473,-349.798
"175",1,1,61,1,0,831,5,0.0036101083032491,"catch",1.48839e-12,-64.8279
"176",1,1,62,1,0,787,2,0.0266836086404066,"catch",0.13738,34.4127
"177",1,1,62,1,0,787,3,0.444726810673443,"catch",0.0827298,-588.658
"178",1,1,62,1,0,787,4,0.524777636594663,"catch",0.0368487,-1096.99
"179",1,1,62,1,0,787,5,0.00381194409148666,"catch",2.30005e-13,-70.5932
"180",1,1,63,1,0,815,2,0.0294478527607362,"catch",0.320042,57.26
"181",1,1,63,1,0,815,3,0.438036809815951,"catch",0.122555,-454.726
"182",1,1,63,1,0,815,4,0.530061349693252,"catch",0.0411235,-1104.37
"183",1,1,63,1,0,815,5,0.00245398773006135,"catch",2.18927e-13,-46.28
"184",1,1,64,1,0,808,2,0.0222772277227723,"catch",0.402979,52.1158
"185",1,1,64,1,0,808,3,0.455445544554455,"catch",0.194908,-312.339
"186",1,1,64,1,0,808,4,0.51980198019802,"catch",0.0508128,-976.626
"187",1,1,64,1,0,808,5,0.00247524752475248,"catch",2.18402e-13,-46.302
"188",1,1,65,1,0,815,2,0.0319018404907975,"catch",0.400117,65.7564
"189",1,1,65,1,0,815,3,0.43558282208589,"catch",0.256565,-187.902
"190",1,1,65,1,0,815,4,0.530061349693252,"catch",0.0614238,-931.045
"191",1,1,65,1,0,815,5,0.00245398773006135,"catch",2.04844e-13,-46.413
"192",1,1,66,1,0,789,2,0.026615969581749,"catch",0.14529,35.6417
"193",1,1,66,1,0,789,3,0.446134347275032,"catch",0.0255609,-1006.56
"194",1,1,66,1,0,789,4,0.523447401774398,"catch",0.00485953,-1932.63
"195",1,1,66,1,0,789,5,0.00380228136882129,"catch",1.24027e-14,-79.3461
"196",1,1,67,1,0,803,2,0.0273972602739726,"catch",0.360164,56.6746
"197",1,1,67,1,0,803,3,0.455790784557908,"catch",0.0797256,-638.1
"198",1,1,67,1,0,803,4,0.515566625155666,"catch",0.00777065,-1736.69
"199",1,1,67,1,0,803,5,0.0012453300124533,"catch",1.26156e-14,-25.3155
"200",1,1,68,1,0,809,2,0.0333745364647713,"catch",0.44888,70.172
"201",1,1,68,1,0,809,3,0.467243510506799,"catch",0.166871,-389.201
"202",1,1,68,1,0,809,4,0.494437577255871,"catch",0.0155234,-1384.43
"203",1,1,68,1,0,809,5,0.00494437577255871,"catch",1.30274e-14,-106.649
"204",1,1,69,1,0,830,2,0.0289156626506024,"catch",0.368287,61.0675
"205",1,1,69,1,0,830,3,0.465060240963855,"catch",0.188332,-348.929
"206",1,1,69,1,0,830,4,0.501204819277108,"catch",0.0211376,-1317.04
"207",1,1,69,1,0,830,5,0.00481927710843374,"catch",9.71707e-15,-107.719
"208",1,1,70,1,0,804,2,0.0298507462686567,"catch",0.416143,63.2357
"209",1,1,70,1,0,804,3,0.45771144278607,"catch",0.265708,-200.133
"210",1,1,70,1,0,804,4,0.508706467661692,"catch",0.0361034,-1082
"211",1,1,70,1,0,804,5,0.00373134328358209,"catch",1.02541e-14,-79.8603
"212",1,1,71,1,0,807,2,0.0297397769516729,"catch",0.388158,61.6542
"213",1,1,71,1,0,807,3,0.473358116480793,"catch",0.315399,-155.097
"214",1,1,71,1,0,807,4,0.494423791821561,"catch",0.0517593,-900.459
"215",1,1,71,1,0,807,5,0.00247831474597274,"catch",1.00697e-14,-52.4581
"216",1,1,72,1,0,820,2,0.0317073170731707,"catch",0.378442,64.4674
"217",1,1,72,1,0,820,3,0.486585365853659,"catch",0.38279,-95.7302
"218",1,1,72,1,0,820,4,0.481707317073171,"catch",0.0752225,-733.47
"219",1,1,73,1,0,830,2,0.0349397590361446,"catch",0.320606,64.281
"220",1,1,73,1,0,830,3,0.47710843373494,"catch",0.38935,-80.4926
"221",1,1,73,1,0,830,4,0.487951807228916,"catch",0.0908168,-680.956
"222",1,1,74,1,0,825,2,0.0351515151515151,"catch",0.308402,62.9804
"223",1,1,74,1,0,825,3,0.467878787878788,"catch",0.42843,-33.9997
"224",1,1,74,1,0,825,4,0.494545454545455,"catch",0.116591,-589.545
"225",1,1,74,1,0,825,5,0.00242424242424242,"catch",1.19811e-14,-52.0664
"226",1,1,75,1,0,823,2,0.0267314702308627,"catch",0.283392,51.9418
"227",1,1,75,1,0,823,3,0.469015795868773,"catch",0.459961,-7.52468
"228",1,1,75,1,0,823,4,0.500607533414338,"catch",0.14431,-512.469
"229",1,1,75,1,0,823,5,0.00364520048602673,"catch",1.36594e-14,-78.93
"230",1,1,76,1,0,818,2,0.0366748166259169,"catch",0.25573,58.261
"231",1,1,76,1,0,818,3,0.447432762836186,"catch",0.489354,32.7792
"232",1,1,76,1,0,818,4,0.512224938875306,"catch",0.175854,-447.957
"233",1,1,76,1,0,818,5,0.00366748166259169,"catch",1.61549e-14,-78.4449
"234",1,1,77,1,0,815,2,0.0319018404907975,"catch",0.22459,50.7419
"235",1,1,77,1,0,815,3,0.463803680981595,"catch",0.512411,37.6736
"236",1,1,77,1,0,815,4,0.500613496932515,"catch",0.210094,-354.258
"237",1,1,77,1,0,815,5,0.00368098159509202,"catch",1.96286e-14,-77.8716
"238",1,1,78,1,0,804,2,0.0298507462686567,"catch",0.188638,44.2468
"239",1,1,78,1,0,804,3,0.471393034825871,"catch",0.496642,19.775
"240",1,1,78,1,0,804,4,0.497512437810945,"catch",0.231533,-305.959
"241",1,1,78,1,0,804,5,0.00124378109452736,"catch",2.29278e-14,-24.7168
"242",1,1,79,1,0,815,2,0.0319018404907975,"catch",0.172835,43.9315
"243",1,1,79,1,0,815,3,0.483435582822086,"catch",0.502,14.8471
"244",1,1,79,1,0,815,4,0.482208588957055,"catch",0.264078,-236.638
"245",1,1,79,1,0,815,5,0.00245398773006135,"catch",2.87271e-14,-50.3418
"246",1,1,80,1,0,836,2,0.0299043062200957,"catch",0.147276,39.8576
"247",1,1,80,1,0,836,3,0.460526315789474,"catch",0.369485,-84.8001
"248",1,1,80,1,0,836,4,0.507177033492823,"catch",0.216946,-360.066
"249",1,1,80,1,0,836,5,0.00239234449760766,"catch",2.67171e-14,-50.436
"250",1,1,15,2,0,798,1,0.0037593984962406,"catch",0.23942,12.4619
"251",1,1,15,2,0,798,2,0.357142857142857,"catch",0.523797,109.146
"252",1,1,15,2,0,798,3,0.587719298245614,"catch",0.22329,-453.889
"253",1,1,15,2,0,798,4,0.0513784461152882,"catch",0.0134936,-54.8171
"254",1,1,16,2,0,995,1,0.00301507537688442,"catch",0.126017,11.1984
"255",1,1,16,2,0,995,2,0.250251256281407,"catch",0.491643,168.146
"256",1,1,16,2,0,995,3,0.620100502512563,"catch",0.350415,-352.162
"257",1,1,16,2,0,995,4,0.126633165829146,"catch",0.0319253,-173.615
"258",1,1,17,2,0,994,1,0.00301810865191147,"catch",0.435602,14.9163
"259",1,1,17,2,0,994,2,0.29476861167002,"catch",0.34625,47.1644
"260",1,1,17,2,0,994,3,0.61569416498994,"catch",0.197698,-695.238
"261",1,1,17,2,0,994,4,0.0865191146881288,"catch",0.0204497,-124.046
"262",1,1,18,2,0,992,1,0.00403225806451613,"catch",0.364389,18.0156
"263",1,1,18,2,0,992,2,0.261088709677419,"catch",0.416452,120.93
"264",1,1,18,2,0,992,3,0.638104838709677,"catch",0.201001,-731.237
"265",1,1,18,2,0,992,4,0.0967741935483871,"catch",0.0181578,-160.635
"266",1,1,19,2,0,993,1,0.00302114803625378,"catch",0.196373,12.5231
"267",1,1,19,2,0,993,2,0.27190332326284,"catch",0.52317,176.704
"268",1,1,19,2,0,993,3,0.630412890231621,"catch",0.265075,-542.342
"269",1,1,19,2,0,993,4,0.094662638469285,"catch",0.0153815,-170.812
"270",1,1,20,2,0,995,1,0.00301507537688442,"catch",0.634609,16.0482
"271",1,1,20,2,0,995,2,0.25929648241206,"catch",0.300687,38.209
"272",1,1,20,2,0,995,3,0.634170854271357,"catch",0.0618371,-1468.85
"273",1,1,20,2,0,995,4,0.103517587939698,"catch",0.00286695,-369.409
"274",1,1,21,2,0,990,1,0.00303030303030303,"catch",0.232653,13.0227
"275",1,1,21,2,0,990,2,0.270707070707071,"catch",0.519941,174.918
"276",1,1,21,2,0,990,3,0.632323232323232,"catch",0.231639,-628.642
"277",1,1,21,2,0,990,4,0.0939393939393939,"catch",0.0157671,-165.979
"278",1,1,22,2,0,999,1,0.004004004004004,"catch",0.603524,20.062
"279",1,1,22,2,0,999,2,0.27027027027027,"catch",0.325765,50.4238
"280",1,1,22,2,0,999,3,0.638638638638639,"catch",0.0660239,-1447.83
"281",1,1,22,2,0,999,4,0.0870870870870871,"catch",0.00468673,-254.229
"282",1,1,23,2,0,991,1,0.00302724520686176,"catch",0.711175,16.3778
"283",1,1,23,2,0,991,2,0.287588294651867,"catch",0.274714,-13.0524
"284",1,1,23,2,0,991,3,0.634712411705348,"catch",0.0140832,-2395.35
"285",1,1,23,2,0,991,4,0.0746720484359233,"catch",2.77689e-05,-584.374
"286",1,1,24,2,0,996,1,0.00301204819277108,"catch",0.348236,14.2508
"287",1,1,24,2,0,996,2,0.243975903614458,"catch",0.595556,216.859
"288",1,1,24,2,0,996,3,0.6285140562249,"catch",0.0559675,-1514.04
"289",1,1,24,2,0,996,4,0.124497991967871,"catch",0.000240594,-774.868
"290",1,1,25,2,0,993,1,0.00302114803625378,"catch",0.225526,12.9384
"291",1,1,25,2,0,993,2,0.275931520644512,"catch",0.69413,252.767
"292",1,1,25,2,0,993,3,0.629405840886203,"catch",0.0799126,-1289.9
"293",1,1,25,2,0,993,4,0.0916414904330312,"catch",0.000431477,-487.617
"294",1,1,26,2,0,994,1,0.00301810865191147,"catch",0.157056,11.8559
"295",1,1,26,2,0,994,2,0.276659959758551,"catch",0.728288,266.175
"296",1,1,26,2,0,994,3,0.627766599597586,"catch",0.113667,-1066.35
"297",1,1,26,2,0,994,4,0.0925553319919517,"catch",0.000987856,-417.682
"298",1,1,27,2,0,992,1,0.00403225806451613,"catch",0.672949,20.4694
"299",1,1,27,2,0,992,2,0.284274193548387,"catch",0.298287,13.5689
"300",1,1,27,2,0,992,3,0.619959677419355,"catch",0.0285352,-1893.29
"301",1,1,27,2,0,992,4,0.0917338709677419,"catch",0.000228389,-545.599
"302",1,1,28,2,0,993,1,0.00302114803625378,"catch",0.292243,13.7158
"303",1,1,28,2,0,993,2,0.27190332326284,"catch",0.583617,206.226
"304",1,1,28,2,0,993,3,0.631419939577039,"catch",0.122103,-1030.23
"305",1,1,28,2,0,993,4,0.0936555891238671,"catch",0.00203724,-356.007
"306",1,1,29,2,0,993,1,0.00302114803625378,"catch",0.154076,11.7954
"307",1,1,29,2,0,993,2,0.272910372608258,"catch",0.636956,229.688
"308",1,1,29,2,0,993,3,0.639476334340383,"catch",0.203618,-726.696
"309",1,1,29,2,0,993,4,0.0845921450151057,"catch",0.00534954,-231.91
"310",1,1,30,2,0,993,1,0.00302114803625378,"catch",0.0982824,10.4466
"311",1,1,30,2,0,993,2,0.260825780463243,"catch",0.618807,223.761
"312",1,1,30,2,0,993,3,0.641490433031219,"catch",0.272649,-545.022
"313",1,1,30,2,0,993,4,0.094662638469285,"catch",0.0102612,-208.864
"314",1,1,31,2,0,992,1,0.00403225806451613,"catch",0.158613,14.6886
"315",1,1,31,2,0,992,2,0.274193548387097,"catch",0.535886,182.264
"316",1,1,31,2,0,992,3,0.631048387096774,"catch",0.290695,-485.218
"317",1,1,31,2,0,992,4,0.0907258064516129,"catch",0.0148056,-163.155
"318",1,1,32,2,0,996,1,0.00301204819277108,"catch",0.67665,16.2436
"319",1,1,32,2,0,996,2,0.271084337349398,"catch",0.285355,13.852
"320",1,1,32,2,0,996,3,0.632530120481928,"catch",0.0371928,-1785.18
"321",1,1,32,2,0,996,4,0.0933734939759036,"catch",0.000802617,-442.353
"322",1,1,33,2,0,992,1,0.0030241935483871,"catch",0.237193,13.0867
"323",1,1,33,2,0,992,2,0.276209677419355,"catch",0.532944,180.088
"324",1,1,33,2,0,992,3,0.632056451612903,"catch",0.217436,-669.057
"325",1,1,33,2,0,992,4,0.0887096774193548,"catch",0.0124281,-172.956
"326",1,1,34,2,0,1000,1,0.004,"catch",0.108791,13.2126
"327",1,1,34,2,0,1000,2,0.285,"catch",0.485133,151.601
"328",1,1,34,2,0,1000,3,0.634,"catch",0.370537,-340.518
"329",1,1,34,2,0,1000,4,0.077,"catch",0.0355381,-59.5364
"330",1,1,35,2,0,987,1,0.00303951367781155,"catch",0.0632228,9.1049
"331",1,1,35,2,0,987,2,0.265450861195542,"catch",0.395196,104.264
"332",1,1,35,2,0,987,3,0.628166160081054,"catch",0.471018,-178.503
"333",1,1,35,2,0,987,4,0.103343465045593,"catch",0.0705629,-38.9185
"334",1,1,36,2,0,992,1,0.00403225806451613,"catch",0.0478116,9.89176
"335",1,1,36,2,0,992,2,0.288306451612903,"catch",0.329778,38.4375
"336",1,1,36,2,0,992,3,0.621975806451613,"catch",0.521218,-109.044
"337",1,1,36,2,0,992,4,0.0856854838709677,"catch",0.101192,14.1384
"338",1,1,37,2,0,994,1,0.00301810865191147,"catch",0.0950647,10.3498
"339",1,1,37,2,0,994,2,0.266599597585513,"catch",0.340781,65.0555
"340",1,1,37,2,0,994,3,0.635814889336016,"catch",0.487278,-168.158
"341",1,1,37,2,0,994,4,0.0945674044265594,"catch",0.076876,-19.4692
"342",1,1,38,2,0,993,1,0.00302114803625378,"catch",0.153787,11.7898
"343",1,1,38,2,0,993,2,0.283987915407855,"catch",0.431263,117.816
"344",1,1,38,2,0,993,3,0.629405840886203,"catch",0.38215,-311.851
"345",1,1,38,2,0,993,4,0.0835850956696878,"catch",0.0327991,-77.6436
"346",1,1,39,2,0,992,1,0.0030241935483871,"catch",0.512743,15.3994
